filename	read_id	run_id	batch_id	channel	mux	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template	scaling_median_template	scaling_mad_template
FAL03879_67a0761e_806.fast5	3037ef73-4425-4f17-8b73-d83f4927206d	67a0761ea992f55d7000e748e88761780ca1bb60	0	389	1	46188.320250	3.995500	3995	TRUE	46188.355250	3960	3.960500	1584	9.741770	0.000000	80.059189	10.095960	80.390434	9.540825
FAL03879_67a0761e_806.fast5	5b46c66d-6a18-4fb5-bb51-2599d873cae9	67a0761ea992f55d7000e748e88761780ca1bb60	0	256	3	46191.001250	4.874500	4874	TRUE	46191.050250	4825	4.825500	1575	10.142027	0.000000	79.882065	7.616251	77.643585	9.911330
FAL03879_67a0761e_806.fast5	497e782d-7f33-4482-9cf2-8357048d366d	67a0761ea992f55d7000e748e88761780ca1bb60	0	241	4	46210.508250	5.238750	5238	TRUE	46210.616250	5130	5.130750	1664	10.390825	0.000000	81.830414	10.450204	84.385147	9.895668
FAL03879_67a0761e_806.fast5	84332752-af31-49bf-963e-e7bb4bfbd65f	67a0761ea992f55d7000e748e88761780ca1bb60	0	110	2	46224.405500	3.540750	3540	TRUE	46224.478500	3467	3.467750	1246	10.894022	0.000000	80.767677	8.324739	78.796532	9.373517
FAL03879_67a0761e_806.fast5	8fd30fa7-2512-4935-88ac-09bad252fa2b	67a0761ea992f55d7000e748e88761780ca1bb60	0	225	4	46192.418500	4.588500	4588	TRUE	46192.555500	4451	4.451500	1587	9.750339	0.000000	83.247391	8.501861	81.178955	9.925010
FAL03879_67a0761e_806.fast5	5f2e42e2-ab80-414f-b1c5-98fd39daf40c	67a0761ea992f55d7000e748e88761780ca1bb60	0	364	4	46227.964750	4.798750	4798	TRUE	46228.121750	4641	4.641750	1631	10.098881	0.000000	70.494598	7.616251	68.513168	8.545443
FAL03879_67a0761e_806.fast5	1631b586-6d8e-448d-8a17-15ea02f0969d	67a0761ea992f55d7000e748e88761780ca1bb60	0	334	4	46209.767750	4.810250	4810	TRUE	46209.950750	4627	4.627250	1611	11.826720	0.000000	80.590553	8.324739	78.644058	9.440356
FAL03879_67a0761e_806.fast5	8dd36e55-d3cf-437c-ab3d-42025f70b020	67a0761ea992f55d7000e748e88761780ca1bb60	0	477	2	46222.188750	8.417750	8417	TRUE	46222.455750	8150	8.150750	1699	10.941226	0.000000	78.465088	10.273082	81.705940	10.039601
FAL03879_67a0761e_806.fast5	e5132651-f6e1-40be-8f8f-5ad825fe9729	67a0761ea992f55d7000e748e88761780ca1bb60	0	22	2	46228.543750	7.205000	7205	TRUE	46228.745750	7003	7.003000	1675	10.435318	0.000000	91.572128	8.856105	89.403496	10.592746
FAL03879_67a0761e_806.fast5	2893ab3e-a932-4336-961a-2fffaeefca5c	67a0761ea992f55d7000e748e88761780ca1bb60	0	176	2	46213.259750	2.598500	2598	TRUE	46213.358750	2499	2.499500	823	7.645372	0.000000	84.664368	9.564593	83.548195	10.083190
