barcode	cluster_id	read_id
*	20000	61175
*	20000	61175
*	20578	6118
*	20578	6118
*	20578	6118
*	11590	61182
*	11590	61182
*	11590	61182
*	906	61185
*	906	61185
*	906	61185
*	966	61189
*	966	61189
*	966	61189
*	11000	6121
*	14230	6122
*	14055	61220
*	14055	61220
*	14055	61220
*	19926	61249
*	19926	61249
*	19926	61249
*	1677	61265
*	6538	61334
*	1755	6137
*	20562	6142
*	20562	6142
*	20562	6142
*	19278	61454
*	19278	61454
*	19278	61454
*	19913	6148
*	19913	6148
*	19913	6148
*	16662	61514
*	18172	61582
*	18172	61582
*	18172	61582
*	3773	61593
*	3773	61593
*	3773	61593
*	20072	61621
*	20072	61621
*	20072	61621
*	13819	6170
*	13819	6170
*	13819	6170
*	20256	6174
*	20256	6174
*	20256	6174
*	16857	6176
*	16857	6176
*	16857	6176
*	13681	61787
*	13681	61787
*	13681	61787
*	19746	6190
*	19746	6190
*	19746	6190
*	20179	61965
*	20179	61965
*	20179	61965
*	15717	61969
*	20556	61977
*	20556	61977
*	20556	61977
*	1894	6203
*	10844	6205
*	19337	6206
*	19337	6206
*	19337	6206
*	20092	62070
*	20092	62070
*	20092	62070
*	15261	62072
*	17497	62105
*	9775	6211
*	19225	6214
*	19225	6214
*	19225	6214
*	2461	6217
*	18447	6219
*	18447	6219
*	18447	6219
*	3787	6220
*	20516	6220
*	20516	6220
*	3787	6220
*	20516	6220
*	216	62227
*	216	62227
*	216	62227
*	19771	6223
*	19771	6223
*	19771	6223
*	16954	62232
*	16954	62232
*	16954	62232
*	14549	62234
*	308	6224
*	308	6224
*	308	6224
*	11852	62241
*	11852	62241
*	19461	62249
*	19461	62249
*	19461	62249
*	20588	62288
*	20588	62288
*	20588	62288
*	11861	62316
*	11861	62316
*	5212	6232
*	18811	6232
*	18811	6232
*	5212	6232
*	18811	6232
*	7175	6234
*	17119	6235
*	17119	6235
*	17119	6235
*	13506	6236
*	13506	6236
*	13506	6236
*	19805	6237
*	19805	6237
*	19805	6237
*	20311	62370
*	20490	6238
*	20490	6238
*	20490	6238
*	20093	62427
*	19868	62435
*	19868	62435
*	19868	62435
*	11366	62441
*	18189	62444
*	18189	62444
*	18189	62444
*	855	6245
*	855	6245
*	855	6245
*	5587	6249
*	5396	6251
*	18443	6251
*	18443	6251
*	5396	6251
*	18443	6251
*	20434	62593
*	20434	62593
*	20434	62593
*	19893	62603
*	19893	62603
*	19893	62603
*	11087	62607
*	11087	62607
*	11087	62607
*	5194	6262
*	5194	6262
*	5194	6262
*	20406	62643
*	20406	62643
*	20406	62643
*	16453	62646
*	20466	62665
*	20466	62665
*	20466	62665
*	3923	6267
*	3923	6267
*	18078	6269
*	18078	6269
*	18078	6269
*	9679	6273
*	18593	6277
*	18593	6277
*	18593	6277
*	12034	62811
*	12034	62811
*	13959	62817
*	13959	62817
*	13959	62817
*	19399	6282
*	19399	6282
*	19399	6282
*	19990	62839
*	19990	62839
*	19990	62839
*	1183	6284
*	1183	6284
*	1183	6284
*	20229	6285
*	20229	6285
*	20229	6285
*	19973	6286
*	19973	6286
*	19973	6286
*	20537	6288
*	20537	6288
*	20537	6288
*	18866	6299
*	18866	6299
*	18866	6299
*	17854	6302
*	17854	6302
*	17854	6302
*	18723	63046
*	18799	63046
*	18723	63046
*	18799	63046
*	18723	63046
*	18799	63046
*	18283	63051
*	18283	63051
*	18283	63051
*	6361	63053
*	6361	63053
*	406	6306
*	406	6306
*	406	6306
*	19252	63064
*	19252	63064
*	19252	63064
*	20213	63066
*	20213	63066
*	20213	63066
*	20452	63079
*	20452	63079
*	20452	63079
*	6381	6308
*	6381	6308
*	17072	6309
*	17072	6309
*	17072	6309
*	18998	63125
*	18998	63125
*	18998	63125
*	20032	63130
*	20032	63130
*	20032	63130
*	12411	6314
*	12411	6314
*	12411	6314
*	19917	6316
*	19917	6316
*	19917	6316
*	7850	63199
*	7850	63199
*	7850	63199
*	19717	63235
*	19717	63235
*	19717	63235
*	18882	6324
*	18882	6324
*	18882	6324
*	18908	63256
*	18908	63256
*	18908	63256
*	14329	6327
*	14329	6327
*	16249	63271
*	12116	6329
*	12116	6329
*	12116	6329
*	10771	63331
*	11841	63355
*	11841	63355
*	2870	6336
*	11754	63363
*	11754	63363
*	2509	6341
*	19892	6342
*	19892	6342
*	19892	6342
*	6618	63439
*	18423	63452
*	18423	63452
*	18423	63452
*	18060	6346
*	18060	6346
*	18060	6346
*	15956	6350
*	20263	63535
*	20263	63535
*	20263	63535
*	13927	6354
*	13927	6354
*	13927	6354
*	6298	6355
*	1219	6355
*	1219	6355
*	1219	6355
*	18175	6358
*	18175	6358
*	18175	6358
*	7857	6359
*	7857	6359
*	7857	6359
*	13281	63591
*	13281	63591
*	19086	63595
*	19086	63595
*	19086	63595
*	19462	63601
*	19462	63601
*	19462	63601
*	15142	63605
*	6480	63615
*	17158	63631
*	17158	63631
*	17158	63631
*	3390	63653
*	18720	63659
*	18720	63659
*	18720	63659
*	531	6368
*	531	6368
*	531	6368
*	13645	63683
*	13645	63683
*	17422	6369
*	17422	6369
*	17422	6369
*	19694	6371
*	19694	6371
*	19694	6371
*	19423	6372
*	19423	6372
*	19423	6372
*	13772	63721
*	13772	63721
*	16531	6373
*	16531	6373
*	16531	6373
*	11762	63739
*	11762	63739
*	14694	6374
*	16687	63743
*	16687	63743
*	16687	63743
*	5104	6375
*	5104	6375
*	5104	6375
*	18659	63831
*	18659	63831
*	18659	63831
*	20415	63852
*	20415	63852
*	20415	63852
*	16948	63858
*	16948	63858
*	16948	63858
*	17443	63861
*	17443	63861
*	17443	63861
*	18575	63865
*	18575	63865
*	18575	63865
*	20012	6387
*	20012	6387
*	20012	6387
*	17020	63872
*	17020	63872
*	17020	63872
*	19393	63914
*	19393	63914
*	19393	63914
*	20524	63917
*	20524	63917
*	20524	63917
*	11068	6393
*	18731	6396
*	18731	6396
*	18731	6396
*	9884	6398
*	17083	6399
*	17083	6399
*	17083	6399
*	20119	6402
*	20119	6402
*	20119	6402
*	9754	6409
*	17322	64127
*	17322	64127
*	17322	64127
*	20001	64143
*	20001	64143
*	20001	64143
*	7346	64164
*	7346	64164
*	11858	64174
*	11858	64174
*	813	64185
*	813	64185
*	813	64185
*	20028	64199
*	20028	64199
*	20028	64199
*	5895	64208
*	13572	6423
*	13572	6423
*	13572	6423
*	16682	64235
*	16682	64235
*	16682	64235
*	18664	6437
*	18664	6437
*	18664	6437
*	19646	6439
*	19646	6439
*	19646	6439
*	12756	6443
*	12756	6443
*	12756	6443
*	20341	64473
*	20341	64473
*	20341	64473
*	19427	64553
*	19427	64553
*	19427	64553
*	4236	6458
*	4236	6458
*	3541	64609
*	3541	64609
*	17929	6463
*	17929	6463
*	17929	6463
*	18949	64645
*	18949	64645
*	18949	64645
*	18119	64658
*	18119	64658
*	18119	64658
*	7832	64702
*	7832	64702
*	7832	64702
*	262	6472
*	262	6472
*	262	6472
*	18993	64747
*	18993	64747
*	18993	64747
*	14184	64749
*	19955	64769
*	19955	64769
*	19955	64769
*	19591	6477
*	19591	6477
*	19591	6477
*	6958	64777
*	6958	64777
*	20190	64793
*	20190	64793
*	20190	64793
*	682	6480
*	18641	6480
*	682	6480
*	18641	6480
*	682	6480
*	18641	6480
*	6760	64805
*	20456	64809
*	20456	64809
*	20456	64809
*	19256	64819
*	19256	64819
*	19256	64819
*	19822	6482
*	19822	6482
*	19822	6482
*	18792	6483
*	18792	6483
*	18792	6483
*	15855	64847
*	3309	6485
*	16534	6485
*	16534	6485
*	14034	64853
*	14034	64853
*	14034	64853
*	3767	64899
*	3767	64899
*	3767	64899
*	2756	64912
*	18368	64935
*	18368	64935
*	18368	64935
*	19997	64959
*	19997	64959
*	19997	64959
*	19655	6497
*	19350	6498
*	19350	6498
*	19350	6498
*	17766	6499
*	17766	6499
*	17766	6499
*	20569	64997
*	20569	64997
*	20569	64997
*	14486	65126
*	14486	65126
*	14486	65126
*	19307	65130
*	19307	65130
*	19307	65130
*	432	65136
*	432	65136
*	432	65136
*	4033	6514
*	4033	6514
*	16264	65164
*	19226	65168
*	19226	65168
*	19226	65168
*	18625	6517
*	18625	6517
*	18625	6517
*	3593	65190
*	3593	65190
*	3593	65190
*	18456	6520
*	18456	6520
*	18456	6520
*	1541	65200
*	12201	65202
*	12201	65202
*	12201	65202
*	6020	65217
*	314	65217
*	314	65217
*	314	65217
*	20270	65235
*	20270	65235
*	20270	65235
*	20571	65265
*	20571	65265
*	20571	65265
*	5318	65268
*	5318	65268
*	18800	6528
*	18800	6528
*	18800	6528
*	14365	6529
*	14365	6529
*	14365	6529
*	15703	6530
*	15703	6530
*	15703	6530
*	4223	65317
*	4223	65317
*	19366	65327
*	19366	65327
*	19366	65327
*	3939	6533
*	3939	6533
*	14178	65339
*	1904	6534
*	3662	6534
*	3662	6534
*	3662	6534
*	15196	6535
*	15196	6535
*	15196	6535
*	5075	65350
*	5075	65350
*	13701	65353
*	13701	65353
*	13701	65353
*	16900	65356
*	16900	65356
*	16900	65356
*	5542	65366
*	5542	65366
*	9732	6537
*	13995	65374
*	18765	65376
*	18765	65376
*	18765	65376
*	6833	65379
*	4211	65384
*	4211	65384
*	18945	65390
*	18945	65390
*	18945	65390
*	6559	65396
*	6559	65396
*	6559	65396
*	16296	65408
*	16296	65408
*	19830	65430
*	19830	65430
*	19830	65430
*	12282	65446
*	12282	65446
*	17301	65457
*	17301	65457
*	17301	65457
*	19343	65460
*	19343	65460
*	19343	65460
*	19310	65474
*	19310	65474
*	19310	65474
*	18092	65477
*	18092	65477
*	18092	65477
*	11784	6549
*	15247	6549
*	11784	6549
*	3570	65507
*	3570	65507
*	3716	6552
*	3716	6552
*	16583	6553
*	18144	65535
*	18144	65535
*	18144	65535
*	19653	65543
*	19653	65543
*	19653	65543
*	15695	6555
*	5607	6555
*	17898	6558
*	17898	6558
*	17898	6558
*	19036	65587
*	19036	65587
*	19036	65587
*	14044	6560
*	14044	6560
*	10750	65616
*	1093	65630
*	1093	65630
*	1093	65630
*	17169	6568
*	17169	6568
*	17169	6568
*	11909	6571
*	11909	6571
*	11909	6571
*	5601	6575
*	19873	6583
*	19873	6583
*	19873	6583
*	17296	6584
*	17296	6584
*	17296	6584
*	16000	6585
*	19720	6585
*	16000	6585
*	19720	6585
*	16000	6585
*	19720	6585
*	19108	6586
*	19108	6586
*	19108	6586
*	2019	6587
*	18160	6588
*	18160	6588
*	18160	6588
*	6375	6589
*	17146	65924
*	15049	6594
*	13365	65940
*	13365	65940
*	13365	65940
*	14426	65961
*	17116	6597
*	17116	6597
*	17116	6597
*	6007	6599
*	20383	6599
*	20383	6599
*	6007	6599
*	20383	6599
*	1899	6601
*	19269	6601
*	19269	6601
*	19269	6601
*	20445	6602
*	20445	6602
*	20445	6602
*	16648	6608
*	20002	66086
*	20002	66086
*	20002	66086
*	19565	6610
*	19565	6610
*	19565	6610
*	20584	66106
*	20584	66106
*	20584	66106
*	19986	66108
*	19986	66108
*	19986	66108
*	19288	6612
*	19288	6612
*	19288	6612
*	18779	66128
*	18779	66128
*	18779	66128
*	17103	66139
*	17103	66139
*	17103	66139
*	20529	66141
*	20529	66141
*	20529	66141
*	19840	66149
*	19840	66149
*	19840	66149
*	10929	66163
*	10929	66163
*	10929	66163
*	19340	6618
*	19340	6618
*	19340	6618
*	20587	66185
*	20587	66185
*	20587	66185
*	17834	66191
*	17834	66191
*	17834	66191
*	20293	66197
*	20293	66197
*	20293	66197
*	19170	6621
*	19170	6621
*	19170	6621
*	20644	6622
*	20644	6622
*	20644	6622
*	19417	6623
*	20446	6623
*	19417	6623
*	20446	6623
*	19417	6623
*	20446	6623
*	19189	66232
*	19189	66232
*	19189	66232
*	738	6624
*	20482	6624
*	738	6624
*	20482	6624
*	738	6624
*	20482	6624
*	3559	6627
*	3559	6627
*	2531	6631
*	2531	6631
*	2531	6631
*	10182	6636
*	10182	6636
*	10182	6636
*	11170	6637
*	20226	6637
*	20226	6637
*	20226	6637
*	17576	66391
*	17576	66391
*	17576	66391
*	19153	6641
*	19153	6641
*	19153	6641
*	20095	66414
*	20095	66414
*	20095	66414
*	6783	66426
*	10090	6643
*	13211	66432
*	13211	66432
*	20300	66512
*	20300	66512
*	20300	66512
*	11904	6653
*	19730	6653
*	19730	6653
*	11904	6653
*	19730	6653
*	16914	66530
*	16914	66530
*	3687	66531
*	3687	66531
*	2722	6655
*	19715	6655
*	2722	6655
*	19715	6655
*	2722	6655
*	19715	6655
*	5595	66552
*	19151	66570
*	19151	66570
*	19151	66570
*	3217	66621
*	3217	66621
*	3217	66621
*	13972	6663
*	20264	66637
*	20264	66637
*	20264	66637
*	2156	6665
*	13721	6665
*	13721	6665
*	13721	6665
*	305	6666
*	305	6666
*	305	6666
*	17201	66663
*	17201	66663
*	17201	66663
*	19355	6667
*	19355	6667
*	19355	6667
*	13079	66692
*	13079	66692
*	20626	6671
*	20626	6671
*	20626	6671
*	16785	6673
*	16785	6673
*	14176	66734
*	7216	66746
*	9321	66754
*	9321	66754
*	9321	66754
*	20520	6677
*	20520	6677
*	20520	6677
*	20255	6680
*	20255	6680
*	20255	6680
*	1595	66885
*	7299	66915
*	18543	66915
*	18543	66915
*	18543	66915
*	20397	66941
*	20397	66941
*	20397	66941
*	20315	6697
*	20315	6697
*	20315	6697
*	4604	66985
*	4604	66985
*	20462	66987
*	20462	66987
*	20462	66987
*	19618	67033
*	19618	67033
*	19618	67033
*	15551	67040
*	15551	67040
*	15551	67040
*	16380	67059
*	16380	67059
*	5843	67082
*	5843	67082
*	5119	67092
*	5119	67092
*	5119	67092
*	18346	67108
*	18346	67108
*	18346	67108
*	18714	6711
*	18714	6711
*	18714	6711
*	15737	67110
*	15737	67110
*	15737	67110
*	17221	67120
*	17221	67120
*	17221	67120
*	14962	67133
*	14962	67133
*	17106	67142
*	17106	67142
*	17106	67142
*	4123	67153
*	4123	67153
*	4123	67153
*	14558	67159
*	16428	67159
*	16428	67159
*	16428	67159
*	8389	67204
*	8389	67204
*	8389	67204
*	19091	67224
*	20646	67224
*	19091	67224
*	20646	67224
*	19091	67224
*	20646	67224
*	18495	6723
*	18495	6723
*	18495	6723
*	17935	67240
*	17935	67240
*	17935	67240
*	10066	67248
*	10066	67248
*	10066	67248
*	17093	6725
*	17093	6725
*	17093	6725
*	16774	67256
*	16774	67256
*	16671	6728
*	16671	6728
*	16671	6728
*	16633	67299
*	12576	67311
*	12576	67311
*	18822	67318
*	18822	67318
*	18822	67318
*	19432	6734
*	19432	6734
*	19432	6734
*	11750	67354
*	11750	67354
*	11750	67354
*	20079	67372
*	20079	67372
*	20079	67372
*	19825	67380
*	19825	67380
*	19825	67380
*	13047	67390
*	13047	67390
*	13047	67390
*	13737	6741
*	13737	6741
*	13737	6741
*	4783	6742
*	4783	6742
*	20367	67428
*	20367	67428
*	20367	67428
*	20531	6743
*	20531	6743
*	20531	6743
*	20579	67436
*	20579	67436
*	20579	67436
*	6305	67448
*	5807	6746
*	4398	6746
*	4398	6746
*	19692	67484
*	19692	67484
*	19692	67484
*	20164	6751
*	20164	6751
*	20164	6751
*	19104	6752
*	19104	6752
*	19104	6752
*	4242	67560
*	4242	67560
*	17196	6757
*	16703	6757
*	17196	6757
*	17196	6757
*	20582	67570
*	20582	67570
*	20582	67570
*	12877	6759
*	17833	6759
*	12877	6759
*	17833	6759
*	12877	6759
*	17833	6759
*	6818	67604
*	15341	6762
*	710	6762
*	710	6762
*	710	6762
*	16629	67624
*	16783	67632
*	16783	67632
*	16783	67632
*	5697	67659
*	14991	67670
*	19541	6768
*	19541	6768
*	19541	6768
*	19722	67695
*	19722	67695
*	19722	67695
*	6019	67702
*	20512	6771
*	20512	6771
*	20512	6771
*	19081	67722
*	19081	67722
*	19081	67722
*	2727	6773
*	2727	6773
*	2727	6773
*	19405	67740
*	19405	67740
*	19405	67740
*	1839	67745
*	1839	67745
*	1839	67745
*	20040	6776
*	20040	6776
*	20040	6776
*	20343	67764
*	20669	67764
*	20343	67764
*	20669	67764
*	20343	67764
*	20669	67764
*	12439	6777
*	12439	6777
*	12439	6777
*	18644	6778
*	18644	6778
*	18644	6778
*	18384	67822
*	18384	67822
*	18384	67822
*	19930	6783
*	20379	6783
*	19930	6783
*	20379	6783
*	19930	6783
*	20379	6783
*	878	67833
*	878	67833
*	878	67833
*	14589	67838
*	18737	6784
*	18737	6784
*	18737	6784
*	20546	67858
*	20546	67858
*	20546	67858
*	2174	67862
*	20527	6787
*	20527	6787
*	20527	6787
*	20479	67878
*	20479	67878
*	20479	67878
*	19469	6788
*	19469	6788
*	19469	6788
*	5641	67890
*	16987	679
*	16987	679
*	16987	679
*	19727	67909
*	19727	67909
*	19727	67909
*	20224	67918
*	20224	67918
*	20224	67918
*	17942	6792
*	17942	6792
*	17942	6792
*	5484	67935
*	5484	67935
*	7516	6796
*	19590	67971
*	19590	67971
*	19590	67971
*	13955	6798
*	13955	6798
*	13955	6798
*	12139	67982
*	12139	67982
*	20116	6802
*	20116	6802
*	20116	6802
*	19614	68038
*	19614	68038
*	19614	68038
*	1978	68049
*	1978	68049
*	1978	68049
*	18602	68065
*	18602	68065
*	18602	68065
*	9708	6808
*	15110	68083
*	15110	68083
*	15110	68083
*	7691	68091
*	7691	68091
*	7691	68091
*	19336	68097
*	19336	68097
*	19336	68097
*	4166	68117
*	4166	68117
*	16794	68173
*	9756	68190
*	17480	68196
*	7622	68225
*	7622	68225
*	7622	68225
*	11281	68234
*	14431	68238
*	3976	68275
*	3976	68275
*	3976	68275
*	20021	68338
*	20021	68338
*	20021	68338
*	13664	68344
*	13664	68344
*	5936	68369
*	2970	68372
*	2970	68372
*	2970	68372
*	17538	68377
*	17538	68377
*	17538	68377
*	17223	6841
*	17223	6841
*	20548	68417
*	20548	68417
*	20548	68417
*	8406	6848
*	8406	6848
*	8406	6848
*	14546	68639
*	14546	68639
*	14546	68639
*	16109	6864
*	18995	68644
*	18995	68644
*	18995	68644
*	17904	68645
*	17904	68645
*	17904	68645
*	14910	68652
*	7454	68678
*	7454	68678
*	7454	68678
*	16804	68680
*	17220	68682
*	17220	68682
*	17220	68682
*	20205	68692
*	20205	68692
*	20205	68692
*	15494	6873
*	15494	6873
*	15494	6873
*	19783	6876
*	19783	6876
*	19783	6876
*	4582	68767
*	4582	68767
*	19978	6880
*	19978	6880
*	19978	6880
*	19552	68806
*	19552	68806
*	19552	68806
*	9133	68816
*	9133	68816
*	9133	68816
*	20201	6882
*	20201	6882
*	20201	6882
*	19639	68824
*	19639	68824
*	19639	68824
*	3878	6892
*	3878	6892
*	18058	6893
*	18058	6893
*	18058	6893
*	18370	68944
*	3503	68964
*	3503	68964
*	3503	68964
*	18936	68990
*	18936	68990
*	18936	68990
*	17042	69004
*	17042	69004
*	17042	69004
*	12686	6907
*	18344	6907
*	12686	6907
*	18344	6907
*	12686	6907
*	18344	6907
*	4943	69089
*	4943	69089
*	9895	69140
*	3070	69152
*	3070	69152
*	3070	69152
*	11159	6917
*	5972	69173
*	13267	69180
*	13267	69180
*	13267	69180
*	16007	69182
*	17779	69196
*	17779	69196
*	17779	69196
*	12090	69206
*	12090	69206
*	12090	69206
*	19573	69212
*	19573	69212
*	19573	69212
*	19522	69216
*	19522	69216
*	19522	69216
*	16670	69222
*	20243	69232
*	20243	69232
*	20243	69232
*	17734	69253
*	17734	69253
*	17734	69253
*	13738	69254
*	13738	69254
*	13738	69254
*	19175	69267
*	19175	69267
*	19175	69267
*	14988	69270
*	14144	69272
*	14144	69272
*	14144	69272
*	15326	69276
*	16830	6932
*	16830	6932
*	16830	6932
*	12550	6938
*	12550	6938
*	1936	6942
*	12485	69466
*	12485	69466
*	18125	69481
*	18125	69481
*	18125	69481
*	20365	6950
*	20365	6950
*	20365	6950
*	2632	69505
*	2632	69505
*	2632	69505
*	15994	69516
*	15994	69516
*	15994	69516
*	19258	69533
*	19258	69533
*	19258	69533
*	6822	69561
*	6822	69561
*	5873	6958
*	4274	6969
*	4274	6969
*	3564	69701
*	3564	69701
*	3564	69701
*	2280	6974
*	3962	69754
*	3962	69754
*	19370	6976
*	19370	6976
*	19370	6976
*	13944	69760
*	13944	69760
*	13944	69760
*	17792	69795
*	17792	69795
*	17792	69795
*	11794	6980
*	11794	6980
*	3131	6989
*	20041	6991
*	20041	6991
*	20041	6991
*	18805	6992
*	18805	6992
*	18805	6992
*	7100	69945
*	7100	69945
*	19071	6995
*	19071	6995
*	19071	6995
*	4397	69952
*	4397	69952
*	19773	6996
*	19773	6996
*	19773	6996
*	489	69962
*	489	69962
*	489	69962
*	4499	69963
*	4499	69963
*	18913	69972
*	18913	69972
*	18913	69972
*	19407	69977
*	19407	69977
*	19407	69977
*	3718	6998
*	3718	6998
*	15887	69983
*	15887	69983
*	15887	69983
*	18243	69989
*	18243	69989
*	18243	69989
*	19166	70005
*	19166	70005
*	19166	70005
*	1689	70038
*	1689	70038
*	1689	70038
*	17212	7004
*	14665	7004
*	17212	7004
*	17212	7004
*	12825	70079
*	12825	70079
*	17426	7008
*	17426	7008
*	17426	7008
*	11930	70091
*	11930	70091
*	19572	7018
*	19572	7018
*	19572	7018
*	19381	70205
*	19381	70205
*	19381	70205
*	20616	70209
*	20616	70209
*	20616	70209
*	3889	70227
*	3889	70227
*	15574	70286
*	274	7033
*	274	7033
*	274	7033
*	20664	7036
*	20664	7036
*	20664	7036
*	17004	70400
*	18255	70424
*	18255	70424
*	18255	70424
*	18963	7049
*	18963	7049
*	18963	7049
*	14749	70493
*	15735	70500
*	15735	70500
*	15735	70500
*	14562	70502
*	8101	7052
*	8101	7052
*	8101	7052
*	20170	70532
*	20170	70532
*	20170	70532
*	13748	70536
*	13748	70536
*	15092	7058
*	15092	7058
*	15092	7058
*	10892	7063
*	10892	7063
*	10892	7063
*	17932	7069
*	17932	7069
*	17932	7069
*	15081	70695
*	11809	7070
*	11809	7070
*	5599	70731
*	13342	7075
*	13342	7075
*	13342	7075
*	19389	70759
*	19389	70759
*	19389	70759
*	10725	7077
*	447	7077
*	447	7077
*	447	7077
*	13000	70773
*	13000	70773
*	15246	7079
*	20422	7082
*	20422	7082
*	20422	7082
*	12202	70839
*	12202	70839
*	12202	70839
*	12283	70846
*	12283	70846
*	20594	70852
*	20594	70852
*	20594	70852
*	1753	7087
*	20085	70901
*	20085	70901
*	20085	70901
*	17851	70903
*	17851	70903
*	17851	70903
*	15369	7091
*	15369	7091
*	15369	7091
*	7209	7094
*	7313	7094
*	16104	70952
*	14068	70956
*	14667	70974
*	1175	71128
*	1175	71128
*	1175	71128
*	11297	7114
*	17050	71164
*	17050	71164
*	17050	71164
*	16309	71170
*	15617	71172
*	8628	7118
*	8628	7118
*	8628	7118
*	16327	7127
*	16327	7127
*	16327	7127
*	20541	7129
*	20541	7129
*	20541	7129
*	17507	7133
*	17507	7133
*	17507	7133
*	11943	7135
*	11943	7135
*	11943	7135
*	1132	7137
*	1132	7137
*	1132	7137
*	20318	71371
*	20318	71371
*	20318	71371
*	3385	7139
*	19647	71391
*	19647	71391
*	19647	71391
*	7837	71418
*	7837	71418
*	7837	71418
*	19051	7143
*	19051	7143
*	19051	7143
*	17019	71439
*	17019	71439
*	17019	71439
*	12822	7144
*	19223	7144
*	19223	7144
*	12822	7144
*	19223	7144
*	20215	7145
*	20215	7145
*	20215	7145
*	20035	7147
*	20035	7147
*	20035	7147
*	13958	7149
*	18496	7149
*	18496	7149
*	13958	7149
*	18496	7149
*	7710	71502
*	7710	71502
*	7710	71502
*	20376	71506
*	20376	71506
*	20376	71506
*	20143	7153
*	20143	7153
*	20143	7153
*	18467	7159
*	18467	7159
*	18467	7159
*	16050	71599
*	4480	71603
*	4480	71603
*	4480	71603
*	19046	7161
*	19046	7161
*	19046	7161
*	19544	71705
*	15725	7175
*	7858	7180
*	20399	7180
*	7858	7180
*	20399	7180
*	7858	7180
*	20399	7180
*	19836	71913
*	19836	71913
*	19836	71913
*	20629	71953
*	20629	71953
*	20629	71953
*	7792	71961
*	7792	71961
*	7792	71961
*	9850	71981
*	18228	71984
*	18228	71984
*	18228	71984
*	20536	72087
*	20536	72087
*	20536	72087
*	5975	72097
*	1413	7210
*	1413	7210
*	1413	7210
*	19809	7212
*	19809	7212
*	19809	7212
*	7688	72135
*	7688	72135
*	7688	72135
*	1523	7221
*	19386	7221
*	19386	7221
*	19386	7221
*	19270	7223
*	19270	7223
*	19270	7223
*	20340	7225
*	20340	7225
*	20340	7225
*	18770	7231
*	18770	7231
*	18770	7231
*	15222	72347
*	15222	72347
*	15222	72347
*	14041	7237
*	17560	72377
*	17560	72377
*	17560	72377
*	3019	72381
*	3019	72381
*	3019	72381
*	4462	7243
*	4462	7243
*	20608	7249
*	20608	7249
*	20608	7249
*	8202	7252
*	8202	7252
*	8202	7252
*	17808	7257
*	17808	7257
*	17808	7257
*	20148	72678
*	20148	72678
*	20148	72678
*	13782	7268
*	13782	7268
*	13782	7268
*	13945	72690
*	14314	7270
*	7875	7275
*	7875	7275
*	7875	7275
*	11883	7278
*	11883	7278
*	11883	7278
*	20304	7280
*	20304	7280
*	20304	7280
*	19802	72838
*	19802	72838
*	19802	72838
*	4882	72841
*	4882	72841
*	16808	72842
*	18996	72855
*	18996	72855
*	18996	72855
*	19883	7286
*	19883	7286
*	19883	7286
*	18439	72881
*	18439	72881
*	18439	72881
*	14096	7294
*	20326	73012
*	20326	73012
*	20326	73012
*	17065	73040
*	17065	73040
*	17065	73040
*	20459	7306
*	20459	7306
*	20459	7306
*	19820	7307
*	19820	7307
*	19820	7307
*	13765	7311
*	13765	7311
*	13765	7311
*	19914	7325
*	19914	7325
*	19914	7325
*	16916	7327
*	16712	73272
*	16712	73272
*	16712	73272
*	16746	73298
*	19517	73303
*	19517	73303
*	19517	73303
*	1574	73307
*	1574	73307
*	1574	73307
*	4348	7335
*	4348	7335
*	4348	7335
*	20635	7336
*	20635	7336
*	20635	7336
*	4377	73424
*	4377	73424
*	4377	73424
*	19062	7343
*	19062	7343
*	19062	7343
*	19615	73432
*	19615	73432
*	19615	73432
*	6837	7346
*	6837	7346
*	2368	73514
*	19504	7353
*	19504	7353
*	19504	7353
*	3379	73595
*	20477	73623
*	20477	73623
*	20477	73623
*	6028	73645
*	6028	73645
*	5011	7365
*	5011	7365
*	20290	73668
*	20290	73668
*	20290	73668
*	17627	73679
*	20401	73679
*	17627	73679
*	20401	73679
*	17627	73679
*	20401	73679
*	14267	73689
*	10199	73692
*	10199	73692
*	10199	73692
*	19403	7370
*	19403	7370
*	19403	7370
*	14490	7373
*	20329	73733
*	20329	73733
*	20329	73733
*	3799	7374
*	3799	7374
*	19785	7378
*	19785	7378
*	19785	7378
*	18533	7381
*	20662	7381
*	18533	7381
*	20662	7381
*	18533	7381
*	20662	7381
*	18202	7386
*	18202	7386
*	18202	7386
*	7769	7394
*	7769	7394
*	7769	7394
*	7659	7395
*	7659	7395
*	7659	7395
*	15597	73976
*	15522	74018
*	4475	7402
*	4475	7402
*	17193	74022
*	17193	74022
*	17193	74022
*	7513	7406
*	18830	7406
*	18830	7406
*	18830	7406
*	11871	74071
*	11871	74071
*	11921	7410
*	11921	7410
*	20583	74103
*	20583	74103
*	20583	74103
*	5596	74152
*	5596	74152
*	5596	74152
*	17474	7417
*	17474	7417
*	17474	7417
*	17728	74174
*	17728	74174
*	17728	74174
*	18600	74176
*	18600	74176
*	18600	74176
*	3074	74178
*	3074	74178
*	3074	74178
*	20558	7418
*	20558	7418
*	20558	7418
*	18526	74193
*	18526	74193
*	18526	74193
*	15018	74216
*	18671	7423
*	18671	7423
*	18671	7423
*	13766	74261
*	13766	74261
*	13766	74261
*	20449	7428
*	20449	7428
*	20449	7428
*	10437	7433
*	14807	7434
*	18072	7435
*	18072	7435
*	18072	7435
