barcode	cluster_id	read_id
barcode17	33	87935
barcode56	38	30740
barcode14	33	46274
barcode53	33	41941
barcode50	37	25531
barcode54	33	61179
barcode02	33	66762
barcode69	33	44400
barcode67	0	18271
barcode38	38	60211
barcode54	33	85177
barcode08	37	391
unclassified	37	50493
barcode47	14	54399
barcode13	33	28477
barcode81	14	434
barcode05	6	20850
barcode28	14	320
barcode63	13	55160
barcode16	44	76483
unclassified	4	57124
barcode63	33	57441
barcode27	4	36629
barcode10	37	18264
barcode06	14	68242
barcode95	14	90725
barcode83	33	48097
unclassified	12	403
barcode62	25	95656
barcode79	14	58930
barcode61	25	49918
barcode42	31	29530
unclassified	6	95654
barcode38	10	6433
barcode89	0	379
barcode40	38	6110
barcode39	33	66526
unclassified	10	57148
barcode49	3	25568
unclassified	25	397
barcode39	33	31653
unclassified	12	71500
barcode38	38	31113
barcode53	10	91889
barcode42	38	51781
barcode01	37	53977
barcode62	10	22719
barcode03	19	49113
unclassified	37	165036
barcode50	37	22384
barcode63	10	5575
unclassified	10	357
barcode07	33	27580
barcode33	0	431
unclassified	44	399
barcode41	38	349
barcode41	10	37834
barcode33	25	91853
barcode20	33	404
barcode11	33	74800
barcode16	33	55665
barcode01	10	7158
barcode50	33	44948
unclassified	25	45014
barcode02	33	455
barcode50	0	43278
barcode01	33	89684
barcode70	37	55121
barcode52	4	7138
unclassified	5	50800
unclassified	14	80688
unclassified	12	24593
barcode06	14	5299
barcode49	5	68451
barcode50	10	50529
barcode69	18	5975
barcode26	18	35485
barcode25	31	92578
barcode24	33	14925
barcode16	37	51383
barcode62	33	30803
barcode03	18	59755
barcode52	37	70493
barcode61	14	46016
barcode02	33	26527
barcode27	33	91863
unclassified	19	68645
barcode20	38	51564
barcode17	18	30388
barcode40	14	57474
barcode32	33	5695
barcode15	13	7531
barcode55	14	35130
barcode03	10	84996
barcode79	33	28915
barcode28	12	23726
barcode77	37	343
barcode54	38	8852
barcode91	33	28177
barcode37	38	31591
barcode40	0	51783
barcode40	33	70957
barcode15	33	110732
unclassified	33	64696
barcode54	33	63864
barcode31	33	37684
barcode37	18	6740
barcode50	37	7419
barcode38	37	347
barcode50	33	43403
barcode14	10	87252
barcode31	12	36044
barcode67	33	68162
unclassified	18	245
barcode56	33	68674
unclassified	33	55168
unclassified	11	5961
barcode54	33	476
barcode11	33	28246
barcode05	18	65968
barcode04	18	36558
barcode66	37	387
barcode90	37	389
barcode16	33	71951
barcode25	33	502
barcode04	19	36226
barcode18	37	6408
barcode77	18	7862
barcode03	18	92489
unclassified	31	925
barcode16	12	20668
unclassified	*	402
barcode01	*	6304
unclassified	*	52251
barcode53	*	339
barcode53	*	419
barcode31	33	74010
barcode53	*	6895
barcode76	*	359
barcode53	*	23910
barcode53	*	38077
barcode53	*	48973
barcode53	*	67698
barcode53	33	61514
barcode12	*	68944
barcode11	*	5068
barcode36	*	419
barcode53	*	6892
barcode53	*	29159
barcode36	*	28431
barcode07	*	27509
barcode62	*	403
barcode32	*	6252
barcode01	1	67464
barcode65	14	5819
barcode61	6	439
barcode52	33	53880
unclassified	18	473
barcode11	33	8711
unclassified	14	6562
barcode01	31	31627
barcode90	14	7314
unclassified	33	421
barcode22	*	91603
barcode51	*	63659
barcode38	*	99760
barcode46	*	5367
barcode45	*	404
barcode13	*	131892
barcode70	*	28699
barcode63	*	29527
barcode14	37	110028
barcode45	33	67390
unclassified	4	69355
barcode17	33	16129
barcode62	*	122671
barcode62	*	40370
barcode62	*	26189
barcode62	*	20893
barcode62	*	389
barcode62	*	400
barcode62	*	438
barcode62	*	43378
barcode62	*	70293
barcode62	*	88525
barcode62	*	43367
barcode62	*	378
barcode62	*	102223
barcode62	*	33152
barcode62	*	6889
barcode62	*	80724
barcode62	*	80520
barcode62	*	51407
barcode62	*	400
barcode62	*	47195
barcode62	*	84421
barcode62	*	419
barcode62	*	5947
barcode62	*	5747
barcode62	*	30401
barcode62	*	27564
barcode11	*	78784
barcode01	*	5604
barcode18	*	110901
barcode49	*	7161
barcode76	*	41584
barcode76	*	279
barcode76	*	84923
barcode67	37	38082
barcode51	37	31637
unclassified	37	388
barcode77	33	44313
barcode79	37	26776
barcode77	33	61603
barcode81	33	5632
barcode06	33	80300
barcode78	33	74592
barcode51	14	44860
barcode12	37	21783
barcode13	1	355
barcode15	33	5762
barcode35	33	439
barcode26	46	85832
barcode42	33	92319
barcode29	*	5236
barcode39	*	34240
barcode18	*	88069
unclassified	*	5136
barcode53	*	6778
barcode67	*	57582
barcode56	*	51985
barcode95	*	80374
barcode09	*	14921
barcode54	*	50605
barcode55	*	407
unclassified	11	83304
barcode89	14	104869
barcode61	*	41863
barcode61	*	27262
barcode07	25	5300
barcode18	25	47156
barcode54	*	81339
unclassified	*	387
barcode69	*	68390
barcode04	44	21810
unclassified	*	58351
barcode65	25	331
barcode62	*	348
barcode45	38	24831
barcode14	*	5472
barcode14	*	5869
barcode37	*	92370
barcode25	44	507
barcode59	25	253
barcode70	*	437
barcode70	44	85140
unclassified	*	102395
barcode41	18	22345
barcode32	*	7824
barcode95	*	28806
barcode95	*	6269
barcode64	12	93798
barcode05	*	7381
barcode95	*	6614
barcode05	*	5669
barcode81	*	87339
barcode08	*	63631
barcode28	*	27502
barcode13	44	396
barcode23	*	42325
barcode23	*	46853
barcode39	*	48709
barcode57	44	99143
barcode35	26	24524
barcode28	*	28529
barcode22	33	48792
barcode25	*	69196
barcode39	*	28189
barcode54	*	382
barcode90	31	67632
barcode52	25	377
barcode54	*	66185
barcode45	18	449
barcode42	*	22939
barcode12	*	52835
barcode13	45	393
barcode69	*	28966
barcode06	*	23154
barcode79	14	31175
barcode07	*	7591
barcode16	45	375
barcode04	44	36981
barcode23	*	50621
barcode42	4	60949
barcode61	*	338
barcode53	*	37404
barcode90	*	439
barcode63	45	64235
barcode35	*	59051
barcode28	1	104921
barcode02	0	268
barcode15	*	43012
barcode22	*	33979
barcode25	*	98719
barcode36	18	84000
unclassified	4	343
unclassified	44	6302
barcode11	*	33663
unclassified	*	67120
barcode15	*	35758
barcode27	14	38114
barcode26	*	6148
barcode52	33	25594
barcode37	14	6368
barcode76	14	28362
barcode50	12	434
barcode01	*	7828
barcode40	*	411
barcode63	38	352
barcode09	*	55704
barcode14	*	85599
unclassified	37	39703
unclassified	12	24626
unclassified	12	462
barcode38	14	460
barcode62	*	39065
barcode62	*	93990
barcode65	18	48017
unclassified	*	98747
barcode28	0	6584
barcode50	1	464
barcode52	33	6665
barcode08	*	27809
unclassified	*	28042
barcode20	*	6671
barcode62	1	39068
barcode61	0	7551
barcode57	*	67240
barcode57	*	44793
barcode76	0	65622
unclassified	1	412
barcode77	*	52831
barcode38	*	5906
barcode07	*	35199
barcode51	*	418
barcode29	*	32624
barcode83	*	359
barcode15	*	49908
barcode46	*	68692
unclassified	*	359
barcode52	*	72855
barcode29	*	391
barcode29	*	412
barcode29	*	33040
barcode29	*	300
barcode29	*	308
unclassified	*	45386
barcode29	*	350
barcode29	*	6086
barcode29	*	40905
barcode29	*	27225
barcode29	*	10589
barcode29	*	37145
barcode29	*	60158
barcode29	*	34057
barcode29	*	454
barcode29	*	475
barcode29	*	85870
barcode29	*	51411
barcode02	*	47418
barcode56	*	365
barcode76	*	76030
barcode83	*	396
barcode83	*	28155
barcode83	*	361
barcode66	33	68117
barcode67	33	7045
barcode17	14	6113
barcode45	38	105839
barcode02	25	7765
barcode12	6	378
barcode47	46	17951
barcode12	33	16175
barcode50	0	494
barcode14	14	114120
barcode90	38	48539
unclassified	37	21553
barcode39	44	22357
barcode90	33	6750
barcode10	0	5585
barcode16	26	6794
unclassified	38	26857
barcode09	0	25929
barcode45	1	54777
barcode62	1	354
barcode17	44	88550
barcode38	5	58676
barcode24	4	209060
barcode06	*	49101
barcode06	*	6150
barcode06	*	90634
barcode06	*	20603
barcode06	*	87845
barcode20	*	517
barcode79	*	369
barcode45	*	473
barcode63	*	88898
barcode21	*	28443
barcode22	*	382
barcode18	*	48516
barcode90	*	69989
barcode17	*	6784
barcode25	*	91260
barcode20	*	75749
barcode32	*	52868
barcode07	*	35775
barcode50	*	470
barcode41	*	78284
barcode07	*	465
barcode16	*	38471
barcode63	*	41596
barcode62	*	91994
barcode60	*	76038
barcode27	*	88263
barcode27	*	425
barcode27	*	49538
barcode27	*	409
barcode27	*	454
barcode27	*	6622
barcode27	*	6219
barcode27	*	43327
barcode27	*	408
barcode27	*	366
barcode27	*	416
barcode27	*	2845
barcode27	*	406
barcode27	*	56280
barcode27	*	67106
barcode27	*	76004
barcode27	*	57602
barcode27	*	84216
barcode27	*	102815
barcode27	*	6278
barcode27	*	61183
barcode27	*	396
barcode66	*	75733
barcode53	0	53209
unclassified	25	466
unclassified	0	72842
barcode27	37	8359
unclassified	25	363
unclassified	1	387
barcode27	0	57560
barcode13	0	400
barcode15	44	442
barcode25	1	56373
barcode33	*	91664
barcode64	*	87788
barcode93	*	111474
barcode20	*	86878
barcode31	14	354
barcode58	14	383
barcode95	14	34836
barcode10	14	33023
barcode46	14	71504
barcode36	26	23902
barcode08	19	83156
barcode32	33	31803
barcode91	14	6828
barcode59	18	73672
barcode24	25	441
barcode69	33	41727
barcode57	14	80700
barcode59	14	61496
barcode08	18	28909
barcode91	14	120875
barcode46	19	99723
barcode08	14	76758
barcode07	14	114692
barcode23	14	8226
barcode18	19	88912
unclassified	14	23922
barcode28	14	430
barcode03	14	359
unclassified	14	70945
barcode08	14	343
barcode35	14	43857
barcode59	37	79759
barcode24	14	135669
barcode83	14	59103
barcode32	19	415
barcode41	14	331
barcode25	14	41234
barcode59	14	29179
barcode53	14	6158
barcode91	38	406
barcode65	26	389
barcode35	33	48199
barcode95	14	27824
barcode51	19	74384
barcode69	14	21771
barcode95	14	76514
unclassified	14	37619
barcode31	14	23610
barcode49	33	42015
barcode06	44	381
barcode23	26	6109
barcode24	25	5657
barcode79	19	99822
barcode21	14	27585
barcode69	45	5854
barcode23	14	90810
barcode24	14	28248
barcode35	26	438
barcode16	14	67806
barcode57	25	43383
barcode91	14	85605
barcode58	14	24578
barcode20	14	65934
barcode06	25	30829
barcode10	14	34288
barcode08	14	343
barcode55	14	28176
barcode69	25	46324
barcode65	26	427
barcode50	38	24818
barcode47	14	45562
barcode20	14	24972
unclassified	14	37549
barcode18	19	7221
barcode59	14	90868
barcode91	14	23253
barcode32	19	47214
barcode79	14	24493
barcode79	37	394
barcode08	44	415
barcode91	14	55161
barcode28	14	85404
barcode07	14	32601
barcode16	14	5513
barcode55	14	79679
barcode23	19	23886
unclassified	14	135661
barcode69	14	31144
barcode95	14	20881
barcode26	38	27222
barcode20	14	65487
barcode35	4	24801
barcode08	14	17833
barcode46	14	33568
barcode59	44	90830
barcode08	14	89216
barcode08	14	50814
barcode55	14	34860
barcode23	26	89220
barcode77	19	38389
barcode20	14	93329
barcode18	14	29930
barcode35	14	99246
barcode91	14	420
barcode20	14	15112
barcode07	14	356
barcode31	19	115564
barcode20	26	43405
barcode89	26	88536
barcode70	14	56526
barcode07	14	50849
barcode79	14	420
barcode08	19	5287
barcode49	38	384
barcode91	14	27791
barcode32	14	490
barcode81	19	47980
barcode07	19	21781
barcode20	14	407
barcode32	26	5529
barcode32	19	423
barcode15	14	56447
barcode32	14	80733
barcode09	26	45068
barcode52	25	90866
barcode32	38	19380
barcode07	19	62662
barcode91	19	70025
barcode45	37	40889
barcode08	14	114893
barcode32	19	35993
barcode67	33	67781
barcode20	44	15951
barcode36	33	384
barcode20	14	28204
barcode47	14	45040
unclassified	37	7249
barcode55	1	110852
barcode82	14	74746
barcode53	5	97506
barcode13	4	19865
barcode32	5	20834
barcode32	14	80508
barcode35	25	6302
barcode23	14	43421
barcode47	18	30622
barcode20	14	5573
barcode31	14	49483
barcode69	19	453
barcode46	14	341
barcode33	14	55645
barcode58	14	46424
barcode14	38	46676
barcode42	14	25474
barcode95	14	27977
barcode59	14	36389
barcode93	38	44321
barcode05	14	9463
barcode40	14	424
barcode25	18	26748
barcode08	14	7538
barcode20	14	40986
barcode10	19	76121
barcode20	14	29268
barcode47	25	5721
barcode79	14	366
barcode04	26	24521
unclassified	14	33561
barcode23	14	66406
barcode32	14	48358
barcode24	33	5416
barcode23	14	75056
barcode08	14	351
barcode21	14	54709
barcode59	14	461
barcode33	45	83258
barcode07	14	40876
barcode31	14	424
barcode77	14	53488
barcode65	14	6897
barcode95	19	40937
barcode58	14	44334
barcode14	18	446
barcode08	18	68259
barcode32	14	427
barcode54	14	29620
barcode08	14	30484
barcode35	25	50409
barcode49	26	374
barcode57	19	430
barcode33	19	88558
barcode10	14	77401
barcode69	26	440
barcode91	19	33128
barcode95	14	416
barcode21	37	393
barcode54	19	7178
barcode55	14	36913
barcode09	19	7340
barcode09	14	87637
barcode77	26	5537
barcode46	14	417
barcode11	14	47059
barcode57	14	55312
barcode23	14	30927
barcode53	4	56461
barcode35	14	56013
barcode70	26	68071
barcode13	14	67556
barcode31	14	28587
barcode32	14	6734
barcode32	14	74762
barcode69	19	442
barcode20	14	64413
barcode95	19	6800
barcode93	14	51428
barcode18	1	416
barcode45	19	37601
barcode11	14	393
barcode45	14	360
barcode46	37	6661
barcode07	14	23839
barcode08	14	7933
barcode07	37	23900
barcode51	26	431
barcode79	14	9419
barcode59	14	24358
barcode07	33	42709
barcode90	19	129277
barcode77	14	397
barcode32	14	46722
barcode95	38	25594
barcode59	14	7377
barcode53	14	42826
barcode46	14	35879
barcode05	38	33378
barcode18	19	27539
barcode47	45	60116
barcode81	14	294
barcode35	14	47926
barcode24	14	402
barcode95	38	21189
barcode59	38	427
barcode55	4	46278
barcode36	37	24989
barcode32	14	341
barcode25	14	27119
barcode32	14	438
barcode18	26	390
barcode46	14	6647
barcode79	14	66582
barcode40	19	31125
barcode08	14	37362
barcode04	14	40869
barcode35	14	7259
barcode24	14	59645
barcode01	37	6059
barcode31	38	99732
barcode51	14	93127
barcode06	19	437
barcode04	14	4154
barcode07	14	21107
barcode89	14	6776
barcode77	4	62619
barcode65	37	80697
barcode91	14	5814
barcode20	18	6682
barcode20	14	6476
barcode18	14	29063
barcode57	14	5713
barcode69	19	66876
barcode39	14	80478
barcode08	18	5446
barcode03	14	395
barcode51	1	24982
barcode79	14	17827
barcode59	14	82247
barcode55	14	109867
barcode31	38	6552
barcode46	14	343
barcode69	26	7153
barcode20	14	70877
barcode46	14	6569
barcode36	37	38100
barcode16	1	422
barcode20	14	57701
barcode08	14	397
barcode95	14	53374
barcode18	14	23096
barcode37	33	363
barcode91	14	23667
barcode20	14	281
barcode21	4	55137
barcode08	14	371
barcode20	14	41248
barcode28	14	22410
barcode05	38	48713
barcode10	14	414
barcode69	14	31038
barcode90	19	385
barcode24	14	85482
barcode20	14	65511
barcode23	0	19378
barcode37	14	5650
barcode79	25	370
barcode10	14	436
barcode26	14	56045
barcode05	33	47095
barcode08	14	67228
barcode31	14	7183
barcode79	19	362
barcode91	14	7124
barcode20	14	42004
barcode67	19	68095
barcode82	33	26957
barcode79	14	82253
barcode08	14	7368
barcode14	18	99096
barcode07	14	32834
barcode95	26	31575
barcode83	1	449
barcode69	26	68435
unclassified	38	447
barcode66	26	4765
barcode18	25	408
barcode79	5	5160
barcode46	19	20607
barcode20	19	8652
barcode08	14	88085
barcode33	45	61219
barcode95	14	428
barcode21	44	87493
barcode08	14	27059
barcode08	4	126956
barcode31	14	65632
barcode20	4	19352
barcode09	14	58046
barcode36	14	15074
barcode59	25	50005
barcode89	19	48094
barcode58	19	42926
barcode16	14	28343
barcode31	14	39441
barcode91	26	45064
barcode67	38	540
barcode06	26	37372
barcode08	46	57323
barcode32	26	43431
barcode59	14	6081
barcode69	14	30845
barcode31	33	47915
barcode95	14	40968
barcode79	14	28190
barcode24	38	107149
barcode59	14	55236
barcode47	14	42998
barcode50	14	439
barcode18	14	67450
barcode54	14	71437
barcode09	14	77039
barcode90	38	62077
barcode20	19	52026
barcode18	14	67752
barcode25	14	31042
barcode35	46	110022
barcode70	14	61375
unclassified	14	66905
barcode91	26	76266
barcode95	1	47758
unclassified	19	427
barcode23	14	23833
barcode17	0	80540
barcode08	14	78119
barcode27	1	77044
barcode53	19	70825
barcode38	37	65268
barcode08	14	27296
barcode10	26	22131
barcode79	14	57553
barcode32	33	50994
barcode55	14	436
barcode08	14	419
barcode89	14	8390
unclassified	14	32250
barcode11	33	6249
barcode70	26	85602
barcode39	46	51186
barcode24	14	65321
barcode12	19	48533
barcode03	1	24257
barcode95	14	78226
unclassified	14	79624
barcode13	0	482
barcode03	14	49746
barcode06	1	51722
barcode90	33	6655
barcode27	14	33584
barcode37	14	399
barcode51	0	460
barcode79	18	54747
barcode45	0	104931
barcode03	14	7538
barcode26	14	41963
barcode05	4	51067
barcode25	14	35509
barcode90	45	50864
barcode02	14	7210
barcode51	14	51374
barcode67	14	99192
barcode28	14	365
barcode25	33	409
barcode10	0	38460
barcode40	33	6400
barcode08	14	56995
barcode61	25	443
barcode41	14	382
barcode36	1	38445
barcode39	4	28502
barcode01	14	382
barcode39	14	66096
barcode39	14	6355
unclassified	33	333
barcode10	14	7173
barcode26	25	28873
barcode16	14	5581
barcode27	4	5305
barcode38	38	26655
barcode02	14	71470
unclassified	4	54901
barcode37	1	107583
barcode29	33	423
barcode39	0	44085
barcode11	1	68640
barcode62	0	7463
barcode28	33	25838
barcode05	14	65951
barcode28	14	43470
barcode61	1	22298
barcode65	37	25725
barcode26	14	6790
barcode01	33	6516
barcode51	14	60036
barcode95	1	97719
barcode51	33	60928
barcode03	33	96493
barcode52	14	7149
barcode33	14	66564
barcode11	14	68047
barcode37	1	26883
unclassified	26	442
barcode51	33	42971
barcode63	14	44957
barcode28	14	88554
barcode59	14	7180
barcode59	25	5486
barcode07	37	373
barcode77	14	28026
unclassified	14	51412
barcode07	18	83237
barcode91	19	6281
barcode55	14	22772
barcode08	14	323
barcode35	14	46762
barcode32	44	414
barcode20	14	98717
barcode27	26	46549
unclassified	14	5946
barcode79	14	55614
barcode46	33	5869
barcode07	14	36562
barcode70	26	85604
barcode23	14	363
barcode57	19	105597
barcode55	44	63140
barcode07	14	62227
barcode35	4	48557
barcode08	14	78172
barcode89	26	98644
barcode13	14	6551
unclassified	14	5744
barcode79	14	396
barcode52	25	6801
barcode57	14	6545
barcode08	14	4349
barcode08	25	78208
barcode20	14	6918
barcode31	14	61198
barcode03	26	6609
barcode91	14	5265
barcode13	14	118118
barcode95	19	39496
barcode31	38	353
barcode57	14	363
barcode91	38	382
barcode93	33	22955
barcode55	14	74354
barcode52	25	81299
barcode23	44	416
barcode07	37	77820
barcode91	14	20319
barcode23	14	20076
barcode23	14	6132
barcode67	19	44082
barcode55	14	81832
barcode07	14	21779
barcode59	14	5519
barcode38	44	450
barcode79	14	6085
barcode79	19	6986
barcode23	14	5837
barcode79	14	104576
barcode20	38	28260
barcode25	37	85345
barcode29	14	80494
barcode08	14	72125
barcode91	26	64527
barcode49	19	89172
barcode91	21	6025
barcode11	38	67035
barcode20	14	45201
barcode07	14	375
barcode79	14	53427
barcode95	14	80326
barcode91	14	24958
barcode32	44	63343
unclassified	14	7052
barcode55	14	60694
barcode12	19	67592
barcode78	38	5778
barcode27	33	6419
barcode79	33	65626
barcode31	14	5412
barcode82	14	105797
barcode81	14	78147
barcode79	14	6550
barcode55	19	28892
barcode13	44	30311
barcode55	14	24239
barcode23	14	6449
barcode17	44	96386
barcode69	14	35895
barcode15	38	74162
barcode32	25	64505
barcode69	14	6769
barcode20	14	69087
barcode20	33	74179
barcode20	18	24939
barcode95	14	8609
barcode31	26	43507
barcode95	14	363
barcode57	14	20901
barcode21	26	33507
barcode95	14	130524
barcode47	19	63803
barcode08	25	5489
barcode55	14	55684
barcode69	14	68433
barcode95	14	90944
barcode70	14	332
barcode24	14	6409
barcode47	14	30952
unclassified	37	78214
barcode59	38	130273
barcode16	26	62651
barcode79	38	76278
barcode07	14	505
barcode81	44	50509
barcode32	18	36030
barcode20	26	111469
barcode21	14	17084
barcode32	26	6903
barcode90	14	89630
barcode20	37	77036
barcode70	14	21879
barcode20	26	85171
barcode07	14	87627
unclassified	14	5073
barcode35	14	71441
barcode01	26	54625
barcode20	21	8419
barcode58	38	89778
barcode18	18	5523
barcode90	46	20583
barcode08	25	7097
barcode70	19	88566
unclassified	14	101231
barcode58	26	20588
barcode20	38	6752
barcode21	14	53406
barcode67	14	131947
barcode57	38	63254
barcode20	14	47389
barcode59	14	5521
barcode32	14	408
barcode20	14	74281
barcode89	45	56882
barcode70	25	39243
barcode35	14	24568
barcode31	45	30780
barcode27	38	33635
barcode07	14	92356
barcode20	26	93167
barcode21	37	21487
barcode79	14	6859
barcode65	14	7299
barcode17	14	25443
unclassified	19	55073
barcode32	14	21862
unclassified	18	30390
barcode69	37	87319
barcode83	44	25352
barcode18	37	65589
barcode69	37	67266
barcode58	14	30078
barcode09	33	27099
barcode35	19	36370
barcode58	38	77289
barcode24	19	22955
barcode21	14	100963
barcode78	25	6374
barcode79	14	428
barcode18	14	361
barcode18	18	383
barcode95	38	54903
barcode20	14	385
barcode79	14	7644
barcode35	14	52762
barcode79	14	74786
barcode18	14	26032
barcode46	44	66132
barcode03	14	43692
barcode83	14	49016
barcode41	19	351
unclassified	14	5071
barcode32	19	85377
barcode14	25	19635
barcode20	14	83532
barcode33	18	46147
barcode23	14	52553
barcode89	37	17264
barcode08	14	56159
barcode15	37	47510
barcode46	14	88456
barcode50	38	45916
barcode32	14	63540
barcode24	25	52632
barcode89	37	68142
barcode13	26	511
barcode55	14	63625
unclassified	26	52523
barcode23	14	59145
barcode83	14	363
barcode69	14	87469
unclassified	19	45194
barcode59	14	88048
barcode07	14	7599
barcode20	14	6629
barcode91	19	6953
barcode53	37	98658
barcode95	19	39241
barcode20	14	70466
barcode70	38	52130
barcode57	25	55685
barcode91	33	30476
barcode59	14	64977
barcode58	14	118214
barcode91	38	371
barcode55	14	6262
barcode36	38	54370
barcode46	14	5855
barcode95	37	307
barcode20	14	409
barcode69	14	88299
barcode58	38	60649
barcode36	26	44089
barcode89	19	47814
barcode20	14	102295
barcode69	14	30091
barcode20	26	7607
barcode18	14	22252
unclassified	26	90636
barcode70	14	36608
barcode08	14	44838
barcode66	44	413
barcode03	14	6084
barcode07	19	20015
barcode93	19	6920
barcode59	14	25486
barcode37	18	87597
unclassified	19	67344
barcode67	14	110062
barcode50	14	7543
barcode20	26	34333
barcode69	14	5307
barcode55	0	38676
barcode32	14	9339
barcode21	14	85049
barcode13	38	18265
barcode07	14	355
barcode77	21	22608
unclassified	44	85906
barcode27	38	6326
barcode58	38	7509
barcode57	14	56874
barcode04	38	50650
barcode20	26	35985
unclassified	14	61822
barcode81	25	51372
unclassified	25	7118
barcode70	14	63178
barcode83	25	7388
barcode28	38	63176
barcode07	14	5913
unclassified	37	55367
barcode10	14	43030
barcode08	18	6783
barcode21	44	43303
barcode06	14	57158
barcode31	14	28780
barcode26	14	34640
barcode20	25	389
barcode81	25	6557
barcode33	14	54026
barcode17	25	36244
barcode77	14	41108
barcode23	14	6653
unclassified	26	69016
barcode93	19	61434
barcode69	14	117080
unclassified	38	57648
barcode02	26	42985
barcode31	14	49522
barcode23	14	387
barcode18	14	41576
barcode07	14	85026
barcode06	37	75693
unclassified	14	64803
barcode23	33	65432
barcode46	46	80048
barcode35	14	54386
barcode20	14	72709
barcode01	19	80152
barcode18	37	40929
barcode57	38	15632
barcode79	19	431
barcode35	14	19202
barcode08	4	507
barcode21	14	24991
barcode11	45	44505
barcode17	19	130307
barcode20	14	37182
barcode23	38	417
barcode31	14	7810
barcode50	25	7080
barcode95	14	491
barcode35	14	90827
barcode33	26	354
barcode02	14	5847
barcode54	14	92253
barcode26	37	458
barcode20	14	28445
barcode08	14	34634
barcode20	44	57305
barcode37	33	27193
barcode13	14	105261
barcode95	38	28928
barcode95	14	7253
barcode95	1	411
barcode32	18	116941
unclassified	25	952
barcode08	44	30526
barcode28	14	31436
barcode59	19	78141
barcode07	18	64003
barcode55	44	80550
barcode79	37	117018
barcode09	37	6783
barcode16	14	65392
barcode08	14	77361
barcode95	19	48433
unclassified	14	6759
barcode08	14	54192
barcode16	25	25626
barcode46	14	24437
barcode21	44	6727
barcode15	14	406
barcode20	26	31414
barcode69	14	408
barcode45	25	421
barcode77	37	7773
barcode18	14	17102
barcode01	19	50240
barcode11	46	441
barcode91	44	30191
barcode57	14	335
barcode08	14	407
barcode59	19	93147
barcode90	14	70899
barcode35	14	122268
barcode46	14	77412
barcode08	14	48148
barcode20	14	17114
barcode07	14	72970
barcode24	14	72354
barcode08	18	89618
barcode89	14	436
barcode17	14	69320
unclassified	14	432
barcode08	25	54142
barcode08	19	63667
unclassified	14	38639
barcode06	4	34493
barcode25	25	71721
barcode07	37	77026
barcode08	14	41362
barcode40	14	125961
barcode36	14	62248
barcode58	14	44402
barcode53	33	6779
unclassified	38	22853
barcode35	14	50778
barcode37	1	61804
barcode20	38	27335
barcode90	18	25464
barcode17	33	120292
barcode79	14	55236
barcode18	14	97701
barcode02	14	27921
barcode20	14	60961
barcode63	37	47877
barcode53	18	35158
barcode32	4	61787
barcode35	25	56296
barcode91	25	25576
barcode50	37	364
barcode91	18	28687
barcode20	44	105101
barcode83	33	7617
barcode20	37	31459
barcode16	14	95224
barcode04	26	26924
barcode57	38	23453
barcode55	19	623953
barcode08	14	123349
barcode23	14	89759
barcode23	33	53525
unclassified	1	19260
barcode09	4	18245
barcode67	38	38128
barcode20	26	67904
barcode95	14	5616
barcode58	14	70775
barcode09	25	37941
barcode51	44	25859
barcode09	38	8179
unclassified	14	87159
barcode61	33	5437
barcode50	1	52209
barcode69	19	46670
unclassified	19	80488
barcode05	14	7300
barcode12	0	6570
barcode95	38	34622
barcode23	14	8990
barcode79	14	77626
barcode24	18	31253
barcode08	4	65339
unclassified	14	420
barcode20	37	427
barcode69	44	29583
barcode20	38	49274
barcode24	14	53509
barcode20	18	57759
barcode06	4	103775
barcode36	26	424
barcode20	18	25926
barcode66	19	27203
barcode60	21	94138
barcode20	44	6546
barcode38	14	7621
barcode45	18	67723
barcode55	14	54148
barcode65	26	7096
unclassified	14	44062
barcode79	33	88070
barcode95	14	5819
barcode46	25	21846
barcode10	14	41372
barcode81	19	67159
unclassified	38	24978
barcode46	33	65304
barcode13	25	24497
barcode20	44	7090
barcode51	33	37680
barcode03	14	41068
barcode32	19	5906
barcode91	6	70974
barcode46	14	52835
barcode32	38	71927
barcode83	33	49587
barcode32	33	421
unclassified	33	357
barcode03	14	3763
unclassified	38	7324
barcode04	37	46487
barcode07	38	70917
barcode46	26	7794
unclassified	1	6106
barcode14	45	26081
barcode70	26	89184
barcode08	14	88043
unclassified	37	27614
barcode07	18	34759
barcode59	14	346
barcode01	14	60502
barcode67	14	86416
barcode36	44	394
barcode77	46	52303
barcode24	25	440
barcode28	1	35695
barcode54	38	67298
barcode14	44	221595
barcode08	38	80484
barcode69	14	40824
barcode83	18	542
barcode93	13	69270
barcode90	33	86287
barcode32	44	44412
barcode67	33	377
barcode52	45	63995
barcode15	27	7856
unclassified	21	48341
barcode31	19	108024
barcode22	25	39175
barcode12	38	27274
barcode20	14	6511
unclassified	33	72808
barcode08	14	349
barcode47	4	5525
unclassified	26	7194
barcode01	19	46416
barcode91	14	527
barcode21	12	6449
barcode95	33	6295
barcode16	38	82864
barcode17	33	34890
barcode31	26	60472
barcode53	0	6144
barcode67	14	445
barcode41	21	6265
barcode79	33	476
barcode64	33	376
barcode11	45	51725
barcode20	19	39209
barcode42	19	454
barcode59	14	71919
barcode69	4	425
barcode04	19	31344
barcode54	37	414
barcode36	33	28056
barcode39	25	410
barcode17	37	6299
barcode26	14	45096
barcode03	38	86428
barcode77	14	368
barcode32	38	36617
barcode24	19	386
