filename	read_id	run_id	batch_id	channel	mux	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template	scaling_median_template	scaling_mad_template
FAL03879_67a0761e_163.fast5	afcf85ba-6f9c-4ade-a455-5be77a209e0e	67a0761ea992f55d7000e748e88761780ca1bb60	0	323	2	8335.294500	1.388000	1388	TRUE	8335.333500	1349	1.349000	484	10.433244	0.000000	81.830414	10.450204	84.299965	10.193542
FAL03879_67a0761e_163.fast5	135fc2d8-a544-41e5-b41c-11ef99a40788	67a0761ea992f55d7000e748e88761780ca1bb60	0	300	2	8386.597750	1.397250	1397	TRUE	8386.740750	1254	1.254250	486	8.820609	0.000000	78.110847	9.918838	78.465904	9.898037
FAL03879_67a0761e_163.fast5	3e30a93d-19d9-4f80-b28b-dfc444b9f8cb	67a0761ea992f55d7000e748e88761780ca1bb60	0	127	2	8381.585250	4.692750	4692	TRUE	8381.761250	4516	4.516750	1605	12.026608	0.000000	81.653290	8.856105	81.572845	9.857173
FAL03879_67a0761e_163.fast5	1cbfcbf2-490e-4847-8d66-3e6c5a546fd1	67a0761ea992f55d7000e748e88761780ca1bb60	0	290	2	8342.051000	4.948500	4948	TRUE	8342.106000	4893	4.893500	1649	10.755822	0.000000	73.682793	10.450204	74.410782	9.981212
FAL03879_67a0761e_163.fast5	1fee6b3a-adb5-47d1-bcba-98bc8e5a1926	67a0761ea992f55d7000e748e88761780ca1bb60	0	4	2	8371.350000	3.975750	3975	FALSE	8371.456000	3869	3.869750	1585	5.522351	0.000000	113.535263	8.501861	112.894989	12.113865
FAL03879_67a0761e_163.fast5	60764465-38a3-47aa-95b2-1cf55754010e	67a0761ea992f55d7000e748e88761780ca1bb60	0	482	2	8358.633750	1.650750	1650	FALSE	8358.700750	1583	1.583750	693	6.870014	0.000000	75.985382	9.210349	74.921478	9.689001
FAL03879_67a0761e_163.fast5	16761c80-09cf-4fe9-89ff-7de19899d617	67a0761ea992f55d7000e748e88761780ca1bb60	0	355	2	8337.747750	4.823750	4823	FALSE	8337.967750	4603	4.603750	1334	6.119605	0.000000	54.553608	7.970495	64.282425	9.441965
FAL03879_67a0761e_163.fast5	fb698688-c62b-419c-acfb-869f4644a6fc	67a0761ea992f55d7000e748e88761780ca1bb60	0	419	4	8365.595250	3.709750	3709	TRUE	8365.675250	3629	3.629750	1233	7.047616	0.000000	79.173576	9.741715	78.307800	9.643609
FAL03879_67a0761e_163.fast5	74f6b8f0-327e-41c6-9214-b8ec91bfdeee	67a0761ea992f55d7000e748e88761780ca1bb60	0	246	2	8346.130500	5.280250	5280	TRUE	8346.282500	5128	5.128250	1652	12.626074	0.000000	78.819336	8.678983	77.777695	9.445755
FAL03879_67a0761e_163.fast5	05aba50e-a225-47ef-a7a4-dd5123db520d	67a0761ea992f55d7000e748e88761780ca1bb60	0	126	1	8368.147750	8.472250	8472	TRUE	8368.312750	8307	8.307250	1696	10.231296	0.000000	79.704948	10.627326	79.440521	10.096132
