filename	read_id	run_id	batch_id	channel	mux	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template	scaling_median_template	scaling_mad_template
FAL03879_67a0761e_539.fast5	bb5761cc-8ac7-47e4-bab2-f7fae04d24cc	67a0761ea992f55d7000e748e88761780ca1bb60	0	148	4	29444.385750	4.220250	4220	TRUE	29444.529750	4076	4.076250	1575	11.395498	0.000000	86.435585	8.678983	82.683182	9.721833
FAL03879_67a0761e_539.fast5	44f3589d-64bb-4d05-8b02-f149356fff89	67a0761ea992f55d7000e748e88761780ca1bb60	0	470	4	29466.959750	2.184500	2184	TRUE	29467.010750	2133	2.133500	775	11.364285	0.000000	74.214157	9.564593	76.038132	9.211338
FAL03879_67a0761e_539.fast5	33145ad6-8875-4f48-8315-b93e11fc668d	67a0761ea992f55d7000e748e88761780ca1bb60	0	427	2	29498.809000	4.878250	4878	TRUE	29498.861000	4826	4.826250	1514	8.990361	0.000000	80.236313	10.627326	79.361656	9.886580
FAL03879_67a0761e_539.fast5	a5196f6b-c446-4dd0-9704-a1bf70dcd80f	67a0761ea992f55d7000e748e88761780ca1bb60	0	464	2	29475.876000	7.864000	7864	TRUE	29476.048000	7692	7.692000	1578	11.107960	0.000000	84.310120	8.678983	84.127457	10.285471
FAL03879_67a0761e_539.fast5	ef84efb6-a1df-4958-9c97-6065433135fa	67a0761ea992f55d7000e748e88761780ca1bb60	0	233	1	29472.542000	4.179750	4179	TRUE	29472.672000	4049	4.049750	1583	9.849433	0.000000	90.863640	8.856105	88.363556	10.416439
FAL03879_67a0761e_539.fast5	a57357a4-3752-4ff9-9a50-1997ee45e1c8	67a0761ea992f55d7000e748e88761780ca1bb60	0	233	1	29484.203000	0.820000	820	TRUE	29484.227000	796	0.796000	294	9.894259	0.000000	88.383926	9.564593	87.517014	10.779297
FAL03879_67a0761e_539.fast5	cc792788-5223-45b9-9d17-b57c393e6d65	67a0761ea992f55d7000e748e88761780ca1bb60	0	280	3	29454.068500	2.454000	2454	TRUE	29454.157500	2365	2.365000	840	8.437489	0.000000	84.132996	10.095960	81.451576	9.788235
FAL03879_67a0761e_539.fast5	9fefc668-aa92-4efd-a872-6922cb2d70aa	67a0761ea992f55d7000e748e88761780ca1bb60	0	183	3	29496.600750	4.683000	4683	TRUE	29496.907750	4376	4.376000	1552	9.118178	0.000000	80.236313	10.981570	82.250313	9.757250
FAL03879_67a0761e_539.fast5	8691eaa2-bf76-4b0c-9888-1ecd49acec50	67a0761ea992f55d7000e748e88761780ca1bb60	0	300	4	29494.376750	4.781750	4781	TRUE	29494.428750	4729	4.729750	1612	11.439459	0.000000	75.985382	10.627326	76.749847	9.501616
FAL03879_67a0761e_539.fast5	300aaa7b-7e1b-43b6-9fe9-bf499873a08a	67a0761ea992f55d7000e748e88761780ca1bb60	0	336	1	29470.261250	4.938500	4938	TRUE	29470.310250	4889	4.889500	1671	12.304554	0.000000	84.664368	8.678983	84.553474	9.966848
FAL03879_67a0761e_539.fast5	c0ee396f-f1cc-4173-be96-c7c5367ad645	67a0761ea992f55d7000e748e88761780ca1bb60	0	230	1	29495.638250	4.359250	4359	TRUE	29495.657250	4340	4.340250	1627	12.030217	0.000000	84.664368	8.856105	81.730919	10.160127
FAL03879_67a0761e_539.fast5	9179753d-3ae8-4743-95d6-86a0c588d676	67a0761ea992f55d7000e748e88761780ca1bb60	0	22	4	29449.030250	4.572000	4572	TRUE	29449.030250	4572	4.572000	1405	9.022653	0.000000	86.435585	9.918838	73.199326	11.513377
FAL03879_67a0761e_539.fast5	3999d5c2-2adf-419f-a3d0-928bebb12809	67a0761ea992f55d7000e748e88761780ca1bb60	0	196	2	29453.880000	4.427500	4427	TRUE	29454.086000	4221	4.221500	1616	11.142192	0.000000	80.236313	8.501861	78.265915	9.677749
FAL03879_67a0761e_539.fast5	08c4f265-e8cc-4c78-82a4-00e0c50b4c77	67a0761ea992f55d7000e748e88761780ca1bb60	0	223	4	29457.740000	4.859250	4859	TRUE	29457.833000	4766	4.766250	1613	11.360803	0.000000	79.704948	10.627326	80.253204	9.695334
FAL03879_67a0761e_539.fast5	5be849eb-5732-42b9-b560-6e588b80fe38	67a0761ea992f55d7000e748e88761780ca1bb60	0	504	2	29491.269750	4.561750	4561	TRUE	29491.472750	4358	4.358750	1641	11.775669	0.000000	85.018608	9.033227	82.439568	10.192736
FAL03879_67a0761e_539.fast5	1f7123fd-2e94-4f46-8195-348bca50897e	67a0761ea992f55d7000e748e88761780ca1bb60	0	451	2	29487.761500	6.875000	6875	TRUE	29488.201500	6435	6.435000	1659	10.914013	0.000000	76.162506	10.273082	77.421394	10.295808
FAL03879_67a0761e_539.fast5	2f397218-908b-42c7-bf98-6ea3f52bc572	67a0761ea992f55d7000e748e88761780ca1bb60	0	210	1	29475.328500	3.421750	3421	FALSE	29475.582500	3167	3.167750	1488	6.224913	0.000000	91.395004	9.387471	91.464043	10.671103
FAL03879_67a0761e_539.fast5	859dacb1-f763-4682-90a2-f72c61e49ada	67a0761ea992f55d7000e748e88761780ca1bb60	0	135	1	29464.384250	4.760000	4760	TRUE	29464.596250	4548	4.548000	1587	11.874657	0.000000	82.007530	8.856105	79.935181	9.515423
FAL03879_67a0761e_539.fast5	c9d7178b-7975-4462-8195-2f0f7c697a3c	67a0761ea992f55d7000e748e88761780ca1bb60	0	112	1	29462.347000	4.638500	4638	TRUE	29462.379000	4606	4.606500	1602	11.371768	0.000000	83.247391	8.678983	82.409225	9.730940
FAL03879_67a0761e_539.fast5	f01be2df-242e-4cfc-a26d-89a18f4973f6	67a0761ea992f55d7000e748e88761780ca1bb60	0	318	2	29483.777500	4.757750	4757	TRUE	29483.821500	4713	4.713750	1642	11.522767	0.000000	79.527824	9.918838	81.430450	10.022236
FAL03879_67a0761e_539.fast5	6ff73713-6401-440a-a9db-2f98fa2ce05e	67a0761ea992f55d7000e748e88761780ca1bb60	0	32	2	29499.089000	4.700250	4700	TRUE	29499.223000	4566	4.566250	1620	10.094870	0.000000	83.424507	10.273082	85.632973	10.189116
FAL03879_67a0761e_539.fast5	26e16050-5e87-4bb2-a1e6-90b249272bbf	67a0761ea992f55d7000e748e88761780ca1bb60	0	31	1	29474.969000	5.570250	5570	TRUE	29475.861000	4678	4.678250	1621	9.035524	0.000000	81.830414	7.970495	77.958702	10.394875
FAL03879_67a0761e_539.fast5	6175c2e0-2f57-4e89-b19c-3d0474dde353	67a0761ea992f55d7000e748e88761780ca1bb60	0	449	4	29484.671250	4.578000	4578	TRUE	29484.733250	4516	4.516000	1596	8.038510	0.000000	98.834129	10.273082	98.585129	11.046282
FAL03879_67a0761e_539.fast5	804ee5c6-53a3-4955-9ce0-f307e83d2f53	67a0761ea992f55d7000e748e88761780ca1bb60	0	101	4	29495.036250	4.561750	4561	TRUE	29495.048250	4549	4.549750	1606	11.073169	0.000000	82.007530	8.501861	80.319778	9.971001
FAL03879_67a0761e_539.fast5	9b3ed3d0-8a9f-486c-a7b9-b0e401349301	67a0761ea992f55d7000e748e88761780ca1bb60	0	234	4	29481.555500	0.780250	780	TRUE	29481.689500	646	0.646250	246	9.467689	0.000000	83.070267	8.324739	80.796715	10.184753
FAL03879_67a0761e_539.fast5	f02da818-f985-4ae7-ad08-fe1262c89b9a	67a0761ea992f55d7000e748e88761780ca1bb60	0	212	3	29479.264500	8.860250	8860	TRUE	29480.236500	7888	7.888250	1660	11.384117	0.000000	81.121925	8.501861	79.360558	10.187716
FAL03879_67a0761e_539.fast5	0c712fba-51f2-4f4f-b3e7-6106df9398cb	67a0761ea992f55d7000e748e88761780ca1bb60	0	207	3	29471.871750	0.977000	977	TRUE	29471.909750	939	0.939000	407	8.230841	0.000000	81.830414	10.095960	82.811569	10.031603
FAL03879_67a0761e_539.fast5	28c14e54-1194-45e7-894d-570a8280e9cc	67a0761ea992f55d7000e748e88761780ca1bb60	0	505	2	29494.007250	4.681750	4681	TRUE	29494.161250	4527	4.527750	1714	11.164808	0.000000	79.527824	8.678983	77.967926	9.614311
FAL03879_67a0761e_539.fast5	06a41f48-2227-45eb-88f7-3bc63e59a4b2	67a0761ea992f55d7000e748e88761780ca1bb60	0	250	2	29450.436250	8.378000	8378	TRUE	29450.599250	8215	8.215000	1696	12.402891	0.000000	84.841484	8.678983	83.244377	9.920077
FAL03879_67a0761e_539.fast5	c0735008-7a8d-4b49-99e0-47eaa626a992	67a0761ea992f55d7000e748e88761780ca1bb60	0	437	3	29478.115500	5.129500	5129	TRUE	29478.347500	4897	4.897500	1610	11.138057	0.000000	77.933723	10.450204	78.271515	9.923083
FAL03879_67a0761e_539.fast5	7128e56f-76d8-4f32-af31-0da9547615cf	67a0761ea992f55d7000e748e88761780ca1bb60	0	395	1	29462.500000	4.753000	4753	TRUE	29462.677000	4576	4.576000	1607	11.703039	0.000000	82.893143	8.501861	80.728935	9.670603
